,record,game_id,n,p1,p2,winner,model_choice,model0,model1,model2,model3,model4
2021,5,40,40,1,2,2,1,2,2,2,0,2
2022,5,40,0,1,2,2,0,2,0,0,0,0
2023,5,40,41,2,0,2,1,0,0,2,0,1
2024,5,40,1,0,0,0,0,0,0,2,2,0
2025,5,40,2,1,2,2,0,2,0,2,1,0
2026,5,40,42,1,1,0,1,1,1,2,0,2
2027,5,40,3,2,0,2,0,0,0,2,1,0
2028,5,40,43,0,0,0,1,0,0,2,0,0
2029,5,40,4,2,1,1,0,1,1,2,1,0
2030,5,40,44,0,2,1,1,2,2,2,0,1
2031,5,40,5,0,0,0,4,1,0,0,1,0
2032,5,40,45,1,0,1,1,2,0,2,0,2
2033,5,40,46,1,0,1,0,0,1,2,0,1
2034,5,40,6,1,2,2,0,2,2,0,1,0
2035,5,40,7,1,0,1,0,0,0,2,1,0
2036,5,40,8,0,1,2,5,0,0,2,1,0
2037,5,40,9,2,1,1,5,2,2,2,0,1
2038,5,40,10,1,1,0,3,1,2,2,1,1
2039,5,40,11,1,1,0,3,0,1,2,1,2
2040,5,40,12,1,2,2,2,0,1,2,1,2
2041,5,40,13,1,2,2,2,2,1,2,1,2
2042,5,40,14,0,2,1,2,2,2,2,1,0
2043,5,40,15,0,0,0,3,2,1,2,0,2
2044,5,40,16,0,0,0,3,2,1,2,0,2
2045,5,40,17,1,0,1,3,1,1,2,0,1
2046,5,40,18,2,2,0,1,0,2,2,0,1
2047,5,40,19,0,0,0,3,1,1,2,0,2
2048,5,40,20,0,2,1,1,2,2,2,0,1
2049,5,40,21,1,2,2,1,2,2,2,0,2
2050,5,40,22,2,0,2,3,2,2,2,0,2
2051,5,40,23,1,0,1,1,0,0,2,0,2
2052,5,40,24,0,0,0,3,1,1,2,0,1
2053,5,40,25,1,0,1,1,0,0,2,0,0
2054,5,40,26,2,2,0,1,2,2,2,0,0
2055,5,40,27,1,2,2,5,0,0,2,0,1
2056,5,40,28,0,0,0,5,1,1,2,0,1
2057,5,40,29,1,0,1,5,2,2,2,0,2
2058,5,40,30,2,1,1,4,0,0,2,0,1
2059,5,40,31,1,1,0,4,0,0,2,0,1
2060,5,40,32,0,0,0,5,0,0,2,0,2
2061,5,40,33,1,1,0,5,2,2,2,0,1
2062,5,40,34,2,1,1,5,0,0,2,0,1
2063,5,40,35,0,1,2,1,1,1,2,0,2
2064,5,40,36,0,2,1,1,2,2,2,0,2
2065,5,40,37,1,2,2,1,2,2,2,0,1
2066,5,40,38,2,0,2,1,0,0,2,0,1
2067,5,40,39,0,1,2,1,1,1,2,0,0
2068,5,40,40,1,2,2,1,2,2,2,0,2
2069,5,40,41,2,0,2,1,0,0,2,0,1
2070,5,40,42,1,1,0,1,1,1,2,0,2
2071,5,40,43,0,0,0,1,0,0,2,0,0
2072,5,40,44,0,2,1,1,2,2,2,0,1
2073,5,40,45,1,0,1,1,2,0,2,0,2
2074,5,40,46,1,0,1,0,0,1,2,0,1
2075,5,40,47,2,2,0,1,0,2,2,0,0
2076,5,41,0,1,2,2,0,2,0,0,0,0
2077,5,41,1,0,0,0,0,0,0,2,2,0
2078,5,41,2,1,2,2,0,2,0,2,1,0
2079,5,41,3,2,0,2,0,0,0,2,1,0
2080,5,41,4,2,1,1,0,1,1,2,1,0
2081,5,41,5,0,0,0,4,1,0,0,1,0
2082,5,41,6,1,2,2,0,2,2,0,1,0
2083,5,41,7,1,0,1,0,0,0,2,1,0
2084,5,41,8,0,1,2,5,0,0,2,1,0
2085,5,41,9,2,1,1,5,2,2,2,0,1
2086,5,41,10,1,1,0,3,1,2,2,1,1
2087,5,41,11,1,1,0,3,0,1,2,1,2
2088,5,41,12,1,2,2,2,0,1,2,1,2
2089,5,41,13,1,2,2,2,2,1,2,1,2
2090,5,41,14,0,2,1,2,2,2,2,1,0
2091,5,41,15,0,0,0,3,2,1,2,0,2
2092,5,41,16,0,0,0,3,2,1,2,0,2
2093,5,41,17,1,0,1,3,1,1,2,0,1
2094,5,41,18,2,2,0,1,0,2,2,0,1
2095,5,41,19,0,0,0,3,1,1,2,0,2
2096,5,41,20,0,2,1,1,2,2,2,0,1
2097,5,41,21,1,2,2,1,2,2,2,0,2
2098,5,41,22,2,0,2,3,2,2,2,0,2
2099,5,41,23,1,0,1,1,0,0,2,0,2
2100,5,41,24,0,0,0,3,1,1,2,0,1
2101,5,41,25,1,0,1,1,0,0,2,0,0
2102,5,41,26,2,2,0,1,2,2,2,0,0
2103,5,41,27,1,2,2,5,0,0,2,0,1
2104,5,41,28,0,0,0,5,1,1,2,0,1
2105,5,41,29,1,0,1,5,2,2,2,0,2
2106,5,41,30,2,1,1,4,0,0,2,0,1
2107,5,41,31,1,1,0,4,0,0,2,0,1
2108,5,41,32,0,0,0,5,0,0,2,0,2
2109,5,41,0,1,2,2,0,2,0,0,0,0
2110,5,41,33,1,1,0,5,2,2,2,0,1
2111,5,41,1,0,0,0,0,0,0,2,2,0
2112,5,41,34,2,1,1,5,0,0,2,0,1
2113,5,41,2,1,2,2,0,2,0,2,1,0
2114,5,41,35,0,1,2,1,1,1,2,0,2
2115,5,41,3,2,0,2,0,0,0,2,1,0
2116,5,41,4,2,1,1,0,1,1,2,1,0
2117,5,41,5,0,0,0,4,1,0,0,1,0
2118,5,41,6,1,2,2,0,2,2,0,1,0
2119,5,41,7,1,0,1,0,0,0,2,1,0
2120,5,41,8,0,1,2,5,0,0,2,1,0
2121,5,41,9,2,1,1,5,2,2,2,0,1
2122,5,41,10,1,1,0,3,1,2,2,1,1
2123,5,41,11,1,1,0,3,0,1,2,1,2
2124,5,41,12,1,2,2,2,0,1,2,1,2
2125,5,41,13,1,2,2,2,2,1,2,1,2
2126,5,41,14,0,2,1,2,2,2,2,1,0
2127,5,41,15,0,0,0,3,2,1,2,0,2
2128,5,41,16,0,0,0,3,2,1,2,0,2
2129,5,41,17,1,0,1,3,1,1,2,0,1
2130,5,41,18,2,2,0,1,0,2,2,0,1
2131,5,41,19,0,0,0,3,1,1,2,0,2
2132,5,41,20,0,2,1,1,2,2,2,0,1
2133,5,41,21,1,2,2,1,2,2,2,0,2
2134,5,41,22,2,0,2,3,2,2,2,0,2
2135,5,41,23,1,0,1,1,0,0,2,0,2
2136,5,41,24,0,0,0,3,1,1,2,0,1
2137,5,41,25,1,0,1,1,0,0,2,0,0
2138,5,41,26,2,2,0,1,2,2,2,0,0
2139,5,41,27,1,2,2,5,0,0,2,0,1
2140,5,41,28,0,0,0,5,1,1,2,0,1
2141,5,41,29,1,0,1,5,2,2,2,0,2
2142,5,41,30,2,1,1,4,0,0,2,0,1
2143,5,41,31,1,1,0,4,0,0,2,0,1
2144,5,41,32,0,0,0,5,0,0,2,0,2
2145,5,41,33,1,1,0,5,2,2,2,0,1
2146,5,41,34,2,1,1,5,0,0,2,0,1
2147,5,41,35,0,1,2,1,1,1,2,0,2
2148,5,41,36,0,2,1,1,2,2,2,0,2
2149,5,41,37,1,2,2,1,2,2,2,0,1
2150,5,41,38,2,0,2,1,0,0,2,0,1
2151,5,41,39,0,1,2,1,1,1,2,0,0
2152,5,41,40,1,2,2,1,2,2,2,0,2
2153,5,41,41,2,0,2,1,0,0,2,0,1
2154,5,41,42,1,1,0,1,1,1,2,0,2
2155,5,41,43,0,0,0,1,0,0,2,0,0
2156,5,41,44,0,2,1,1,2,2,2,0,1
2157,5,41,45,1,0,1,1,2,0,2,0,2
2158,5,41,46,1,0,1,0,0,1,2,0,1
2159,5,41,47,2,2,0,1,0,2,2,0,0
2160,5,41,48,1,1,0,0,1,1,2,0,1
2161,5,41,36,0,2,1,1,2,2,2,0,2
2162,5,41,37,1,2,2,1,2,2,2,0,1
2163,5,41,38,2,0,2,1,0,0,2,0,1
2164,5,41,39,0,1,2,1,1,1,2,0,0
2165,5,41,40,1,2,2,1,2,2,2,0,2
2166,5,41,41,2,0,2,1,0,0,2,0,1
2167,5,41,42,1,1,0,1,1,1,2,0,2
2168,5,41,43,0,0,0,1,0,0,2,0,0
2169,5,41,44,0,2,1,1,2,2,2,0,1
2170,5,41,45,1,0,1,1,2,0,2,0,2
2171,5,41,46,1,0,1,0,0,1,2,0,1
2172,5,41,47,2,2,0,1,0,2,2,0,0
2173,5,41,48,0,1,2,0,1,1,2,0,1
2174,5,42,0,1,2,2,0,2,0,0,0,0
2175,5,42,1,0,0,0,0,0,0,2,2,0
2176,5,42,2,1,2,2,0,2,0,2,1,0
2177,5,42,3,2,0,2,0,0,0,2,1,0
2178,5,42,4,2,1,1,0,1,1,2,1,0
2179,5,42,5,0,0,0,4,1,0,0,1,0
2180,5,42,6,1,2,2,0,2,2,0,1,0
2181,5,42,7,1,0,1,0,0,0,2,1,0
2182,5,42,8,0,1,2,5,0,0,2,1,0
2183,5,42,9,2,1,1,5,2,2,2,0,1
2184,5,42,10,1,1,0,3,1,2,2,1,1
2185,5,42,11,1,1,0,3,0,1,2,1,2
2186,5,42,12,1,2,2,2,0,1,2,1,2
2187,5,42,13,1,2,2,2,2,1,2,1,2
2188,5,42,14,0,2,1,2,2,2,2,1,0
2189,5,42,15,0,0,0,3,2,1,2,0,2
2190,5,42,16,0,0,0,3,2,1,2,0,2
2191,5,42,17,1,0,1,3,1,1,2,0,1
2192,5,42,18,2,2,0,1,0,2,2,0,1
2193,5,42,19,0,0,0,3,1,1,2,0,2
2194,5,42,20,0,2,1,1,2,2,2,0,1
2195,5,42,21,1,2,2,1,2,2,2,0,2
2196,5,42,22,2,0,2,3,2,2,2,0,2
2197,5,42,23,1,0,1,1,0,0,2,0,2
2198,5,42,24,0,0,0,3,1,1,2,0,1
2199,5,42,25,1,0,1,1,0,0,2,0,0
2200,5,42,26,2,2,0,1,2,2,2,0,0
2201,5,42,27,1,2,2,5,0,0,2,0,1
2202,5,42,28,0,0,0,5,1,1,2,0,1
2203,5,42,29,1,0,1,5,2,2,2,0,2
2204,5,42,30,2,1,1,4,0,0,2,0,1
2205,5,42,31,1,1,0,4,0,0,2,0,1
2206,5,42,32,0,0,0,5,0,0,2,0,2
2207,5,42,33,1,1,0,5,2,2,2,0,1
2208,5,42,34,2,1,1,5,0,0,2,0,1
2209,5,42,0,1,2,2,0,2,0,0,0,0
2210,5,42,35,0,1,2,1,1,1,2,0,2
2211,5,42,1,0,0,0,0,0,0,2,2,0
2212,5,42,36,0,2,1,1,2,2,2,0,2
2213,5,42,2,1,2,2,0,2,0,2,1,0
2214,5,42,37,1,2,2,1,2,2,2,0,1
2215,5,42,3,2,0,2,0,0,0,2,1,0
2216,5,42,38,2,0,2,1,0,0,2,0,1
2217,5,42,4,2,1,1,0,1,1,2,1,0
2218,5,42,39,0,1,2,1,1,1,2,0,0
2219,5,42,5,0,0,0,4,1,0,0,1,0
2220,5,42,40,1,2,2,1,2,2,2,0,2
2221,5,42,6,1,2,2,0,2,2,0,1,0
2222,5,42,7,1,0,1,0,0,0,2,1,0
2223,5,42,41,2,0,2,1,0,0,2,0,1
2224,5,42,8,0,1,2,5,0,0,2,1,0
2225,5,42,42,1,1,0,1,1,1,2,0,2
2226,5,42,9,2,1,1,5,2,2,2,0,1
2227,5,42,43,0,0,0,1,0,0,2,0,0
2228,5,42,10,1,1,0,3,1,2,2,1,1
2229,5,42,44,0,2,1,1,2,2,2,0,1
2230,5,42,11,1,1,0,3,0,1,2,1,2
2231,5,42,45,1,0,1,1,2,0,2,0,2
2232,5,42,12,1,2,2,2,0,1,2,1,2
2233,5,42,46,1,0,1,0,0,1,2,0,1
2234,5,42,13,1,2,2,2,2,1,2,1,2
2235,5,42,47,2,2,0,1,0,2,2,0,0
2236,5,42,14,0,2,1,2,2,2,2,1,0
2237,5,42,48,0,1,2,0,1,1,2,0,1
2238,5,42,15,0,0,0,3,2,1,2,0,2
2239,5,42,49,1,1,0,0,1,1,2,0,1
2240,5,42,16,0,0,0,3,2,1,2,0,2
2241,5,42,17,1,0,1,3,1,1,2,0,1
2242,5,42,50,2,0,2,0,0,0,2,0,0
2243,5,42,18,2,2,0,1,0,2,2,0,1
2244,5,42,19,0,0,0,3,1,1,2,0,2
2245,5,42,20,0,2,1,1,2,2,2,0,1
2246,5,42,21,1,2,2,1,2,2,2,0,2
2247,5,42,22,2,0,2,3,2,2,2,0,2
2248,5,42,23,1,0,1,1,0,0,2,0,2
2249,5,42,24,0,0,0,3,1,1,2,0,1
2250,5,42,25,1,0,1,1,0,0,2,0,0
2251,5,42,26,2,2,0,1,2,2,2,0,0
2252,5,42,27,1,2,2,5,0,0,2,0,1
2253,5,42,28,0,0,0,5,1,1,2,0,1
2254,5,42,29,1,0,1,5,2,2,2,0,2
2255,5,42,30,2,1,1,4,0,0,2,0,1
2256,5,42,31,1,1,0,4,0,0,2,0,1
2257,5,42,32,0,0,0,5,0,0,2,0,2
2258,5,42,33,1,1,0,5,2,2,2,0,1
2259,5,42,34,2,1,1,5,0,0,2,0,1
2260,5,42,35,0,1,2,1,1,1,2,0,2
2261,5,42,36,0,2,1,1,2,2,2,0,2
2262,5,42,37,1,2,2,1,2,2,2,0,1
2263,5,42,38,2,0,2,1,0,0,2,0,1
2264,5,42,39,0,1,2,1,1,1,2,0,0
2265,5,42,40,1,2,2,1,2,2,2,0,2
2266,5,42,41,2,0,2,1,0,0,2,0,1
2267,5,42,42,1,1,0,1,1,1,2,0,2
2268,5,42,43,0,0,0,1,0,0,2,0,0
2269,5,42,44,0,2,1,1,2,2,2,0,1
2270,5,42,45,1,0,1,1,2,0,2,0,2
2271,5,42,46,1,0,1,0,0,1,2,0,1
2272,5,42,47,2,2,0,1,0,2,2,0,0
2273,5,42,48,0,1,2,0,1,1,2,0,1
2274,5,42,49,1,1,0,0,1,1,2,0,1
2275,5,42,50,1,0,1,0,0,0,2,0,0
2276,5,43,0,1,2,2,0,2,0,0,0,0
2277,5,43,1,0,0,0,0,0,0,2,2,0
2278,5,43,2,1,2,2,0,2,0,2,1,0
2279,5,43,3,2,0,2,0,0,0,2,1,0
2280,5,43,4,2,1,1,0,1,1,2,1,0
2281,5,43,5,0,0,0,4,1,0,0,1,0
2282,5,43,6,1,2,2,0,2,2,0,1,0
2283,5,43,7,1,0,1,0,0,0,2,1,0
2284,5,43,8,0,1,2,5,0,0,2,1,0
2285,5,43,9,2,1,1,5,2,2,2,0,1
2286,5,43,10,1,1,0,3,1,2,2,1,1
2287,5,43,11,1,1,0,3,0,1,2,1,2
2288,5,43,12,1,2,2,2,0,1,2,1,2
2289,5,43,13,1,2,2,2,2,1,2,1,2
2290,5,43,14,0,2,1,2,2,2,2,1,0
2291,5,43,15,0,0,0,3,2,1,2,0,2
2292,5,43,16,0,0,0,3,2,1,2,0,2
2293,5,43,17,1,0,1,3,1,1,2,0,1
2294,5,43,18,2,2,0,1,0,2,2,0,1
2295,5,43,19,0,0,0,3,1,1,2,0,2
2296,5,43,20,0,2,1,1,2,2,2,0,1
2297,5,43,21,1,2,2,1,2,2,2,0,2
2298,5,43,22,2,0,2,3,2,2,2,0,2
2299,5,43,23,1,0,1,1,0,0,2,0,2
2300,5,43,24,0,0,0,3,1,1,2,0,1
2301,5,43,25,1,0,1,1,0,0,2,0,0
2302,5,43,26,2,2,0,1,2,2,2,0,0
2303,5,43,27,1,2,2,5,0,0,2,0,1
2304,5,43,28,0,0,0,5,1,1,2,0,1
2305,5,43,29,1,0,1,5,2,2,2,0,2
2306,5,43,30,2,1,1,4,0,0,2,0,1
2307,5,43,31,1,1,0,4,0,0,2,0,1
2308,5,43,0,1,2,2,0,2,0,0,0,0
2309,5,43,32,0,0,0,5,0,0,2,0,2
2310,5,43,1,0,0,0,0,0,0,2,2,0
2311,5,43,33,1,1,0,5,2,2,2,0,1
2312,5,43,34,2,1,1,5,0,0,2,0,1
2313,5,43,2,1,2,2,0,2,0,2,1,0
2314,5,43,35,0,1,2,1,1,1,2,0,2
2315,5,43,3,2,0,2,0,0,0,2,1,0
2316,5,43,36,0,2,1,1,2,2,2,0,2
2317,5,43,4,2,1,1,0,1,1,2,1,0
2318,5,43,37,1,2,2,1,2,2,2,0,1
2319,5,43,5,0,0,0,4,1,0,0,1,0
2320,5,43,38,2,0,2,1,0,0,2,0,1
2321,5,43,39,0,1,2,1,1,1,2,0,0
2322,5,43,6,1,2,2,0,2,2,0,1,0
2323,5,43,40,1,2,2,1,2,2,2,0,2
2324,5,43,7,1,0,1,0,0,0,2,1,0
2325,5,43,8,0,1,2,5,0,0,2,1,0
2326,5,43,9,2,1,1,5,2,2,2,0,1
2327,5,43,10,1,1,0,3,1,2,2,1,1
2328,5,43,11,1,1,0,3,0,1,2,1,2
2329,5,43,12,1,2,2,2,0,1,2,1,2
2330,5,43,13,1,2,2,2,2,1,2,1,2
2331,5,43,14,0,2,1,2,2,2,2,1,0
2332,5,43,15,0,0,0,3,2,1,2,0,2
2333,5,43,16,0,0,0,3,2,1,2,0,2
2334,5,43,17,1,0,1,3,1,1,2,0,1
2335,5,43,18,2,2,0,1,0,2,2,0,1
2336,5,43,19,0,0,0,3,1,1,2,0,2
2337,5,43,20,0,2,1,1,2,2,2,0,1
2338,5,43,21,1,2,2,1,2,2,2,0,2
2339,5,43,22,2,0,2,3,2,2,2,0,2
2340,5,43,23,1,0,1,1,0,0,2,0,2
2341,5,43,24,0,0,0,3,1,1,2,0,1
2342,5,43,25,1,0,1,1,0,0,2,0,0
2343,5,43,26,2,2,0,1,2,2,2,0,0
2344,5,43,27,1,2,2,5,0,0,2,0,1
2345,5,43,28,0,0,0,5,1,1,2,0,1
2346,5,43,29,1,0,1,5,2,2,2,0,2
2347,5,43,30,2,1,1,4,0,0,2,0,1
2348,5,43,31,1,1,0,4,0,0,2,0,1
2349,5,43,32,0,0,0,5,0,0,2,0,2
2350,5,43,33,1,1,0,5,2,2,2,0,1
2351,5,43,34,2,1,1,5,0,0,2,0,1
2352,5,43,35,0,1,2,1,1,1,2,0,2
2353,5,43,36,0,2,1,1,2,2,2,0,2
2354,5,43,37,1,2,2,1,2,2,2,0,1
2355,5,43,38,2,0,2,1,0,0,2,0,1
2356,5,43,39,0,1,2,1,1,1,2,0,0
2357,5,43,40,1,2,2,1,2,2,2,0,2
2358,5,43,41,2,0,2,1,0,0,2,0,1
2359,5,43,42,1,1,0,1,1,1,2,0,2
2360,5,43,43,0,0,0,1,0,0,2,0,0
2361,5,43,44,0,2,1,1,2,2,2,0,1
2362,5,43,45,1,0,1,1,2,0,2,0,2
2363,5,43,46,1,0,1,0,0,1,2,0,1
2364,5,43,47,2,2,0,1,0,2,2,0,0
2365,5,43,48,0,1,2,0,1,1,2,0,1
2366,5,43,49,1,1,0,0,1,1,2,0,1
2367,5,43,50,2,0,2,0,0,0,2,0,0
2368,5,43,51,1,0,1,0,0,0,2,0,0
2369,5,43,52,1,0,1,0,0,0,2,0,1
2370,5,43,41,2,0,2,1,0,0,2,0,1
2371,5,43,42,1,1,0,1,1,1,2,0,2
2372,5,43,43,0,0,0,1,0,0,2,0,0
2373,5,43,44,0,2,1,1,2,2,2,0,1
2374,5,43,45,1,0,1,1,2,0,2,0,2
2375,5,43,46,1,0,1,0,0,1,2,0,1
2376,5,43,47,2,2,0,1,0,2,2,0,0
2377,5,43,48,0,1,2,0,1,1,2,0,1
2378,5,43,49,1,1,0,0,1,1,2,0,1
2379,5,43,50,2,0,2,0,0,0,2,0,0
2380,5,43,51,1,0,1,0,0,0,2,0,0
2381,5,43,52,1,0,1,0,0,0,2,0,1
2382,5,44,0,2,0,2,0,0,0,0,0,0
2383,5,44,1,0,1,2,0,1,0,0,0,0
2384,5,44,2,1,2,2,0,2,2,0,1,0
2385,5,44,3,0,0,0,0,0,0,0,1,0
2386,5,44,4,0,2,1,0,2,0,1,2,0
2387,5,44,5,1,1,0,4,2,1,1,2,1
2388,5,44,6,2,2,0,5,0,0,1,0,1
2389,5,44,7,2,1,1,0,1,1,1,2,2
2390,5,44,8,0,2,1,3,1,1,0,2,0
2391,5,44,9,2,0,2,5,2,2,1,2,1
2392,5,44,10,0,1,2,5,1,1,0,2,0
2393,5,44,11,1,1,0,5,2,2,1,2,0
2394,5,44,12,1,1,0,5,0,0,1,2,2
2395,5,44,13,1,2,2,5,0,0,1,2,1
2396,5,44,14,0,1,2,5,2,0,2,0,0
2397,5,44,15,0,2,1,5,2,1,1,0,2
2398,5,44,16,2,1,1,5,2,1,1,0,1
2399,5,44,17,0,2,1,3,1,0,1,2,0
2400,5,44,18,2,2,0,3,2,0,1,2,1
2401,5,44,19,0,2,1,3,1,2,1,2,0
2402,5,44,20,1,2,2,0,2,2,1,2,2
2403,5,44,21,2,0,2,0,0,0,1,2,2
2404,5,44,22,1,1,0,0,1,1,1,2,1
2405,5,44,23,0,0,0,0,0,0,1,2,1
2406,5,44,24,1,2,2,0,2,2,1,2,1
2407,5,45,0,1,2,2,0,2,0,0,0,0
2408,5,45,1,2,0,2,0,0,0,2,2,0
2409,5,45,2,1,1,0,0,1,1,0,2,0
2410,5,45,3,0,0,0,3,0,1,2,0,0
2411,5,45,4,2,0,2,1,2,0,2,1,0
2412,5,45,5,2,2,0,1,1,2,0,1,1
2413,5,45,6,0,2,1,1,1,2,0,1,0
2414,5,45,7,2,2,0,0,2,0,0,1,1
2415,5,45,8,2,2,0,1,1,2,0,1,1
2416,5,45,9,1,0,1,2,1,0,0,1,1
2417,5,45,10,0,0,0,2,0,1,0,1,0
2418,5,45,11,1,0,1,1,2,0,0,1,2
2419,5,45,12,2,0,2,0,0,1,0,1,2
2420,5,45,13,0,1,2,0,1,1,0,1,2
2421,5,45,14,1,2,2,0,2,2,0,1,0
2422,5,45,15,2,0,2,0,0,0,0,1,1
2423,5,45,16,1,1,0,0,1,1,0,1,2
2424,5,45,17,1,0,1,0,0,0,0,1,0
2425,5,45,18,0,0,0,0,0,0,0,1,0
2426,5,45,19,2,2,0,0,2,0,0,1,2
2427,5,45,20,0,1,2,0,1,2,0,1,1
2428,5,45,21,1,2,2,0,2,0,0,1,1
2429,5,45,22,1,0,1,0,0,0,0,1,0
2430,5,45,23,0,0,0,0,0,0,2,1,0
2431,5,45,24,2,2,0,0,2,2,2,1,1
2432,5,45,25,1,1,0,0,1,2,0,1,1
2433,5,45,26,1,0,1,0,0,1,2,1,1
2434,5,45,27,2,0,2,0,0,1,2,1,2
2435,5,46,0,0,1,2,0,1,0,0,0,0
2436,5,46,1,1,2,2,0,2,0,1,1,0
2437,5,46,2,0,0,0,0,0,0,2,1,0
2438,5,46,3,2,2,0,3,2,0,1,2,0
2439,5,46,4,0,2,1,1,1,2,1,2,0
2440,5,46,5,0,0,0,4,2,2,1,2,0
2441,5,46,6,0,1,2,2,2,0,1,2,0
2442,5,46,7,0,1,2,2,1,1,1,2,1
2443,5,46,8,1,1,0,2,1,1,1,2,1
2444,5,46,9,1,1,0,2,0,2,1,0,1
2445,5,46,10,2,1,1,2,0,2,1,0,2
2446,5,46,11,0,1,2,1,1,1,1,0,2
2447,5,46,12,1,2,2,1,2,2,1,0,2
2448,5,46,13,0,0,0,1,0,0,1,0,0
2449,5,46,14,0,2,1,1,2,2,1,0,2
2450,5,46,15,2,1,1,2,2,2,1,0,0
2451,5,46,16,2,1,1,2,1,2,1,0,1
2452,5,46,17,0,2,1,1,1,2,1,2,2
2453,5,46,18,0,1,2,2,2,1,1,2,0
2454,5,46,19,1,1,0,2,2,1,1,2,1
2455,5,46,20,0,1,2,2,0,0,1,0,1
2456,5,47,0,0,1,2,0,1,0,0,0,0
2457,5,47,1,1,2,2,0,2,0,1,1,0
2458,5,47,2,0,0,0,0,0,0,2,1,0
2459,5,47,3,2,2,0,3,2,0,1,2,0
2460,5,47,4,0,2,1,1,1,2,1,2,0
2461,5,47,5,0,0,0,4,2,2,1,2,0
2462,5,47,6,0,1,2,2,2,0,1,2,0
2463,5,47,7,0,1,2,2,1,1,1,2,1
2464,5,47,8,1,1,0,2,1,1,1,2,1
2465,5,47,9,1,1,0,2,0,2,1,0,1
2466,5,47,10,2,1,1,2,0,2,1,0,2
2467,5,47,11,0,1,2,1,1,1,1,0,2
2468,5,47,12,1,2,2,1,2,2,1,0,2
2469,5,47,13,0,0,0,1,0,0,1,0,0
2470,5,47,14,0,2,1,1,2,2,1,0,2
2471,5,47,15,2,1,1,2,2,2,1,0,0
2472,5,47,16,2,1,1,2,1,2,1,0,1
2473,5,47,17,0,2,1,1,1,2,1,2,2
2474,5,47,18,0,1,2,2,2,1,1,2,0
2475,5,47,19,1,1,0,2,2,1,1,2,1
2476,5,47,20,0,1,2,2,0,0,1,0,1
2477,5,47,21,0,1,2,2,2,2,1,0,2
2478,5,48,0,2,0,2,0,0,0,0,0,0
2479,5,48,1,1,1,0,0,1,0,0,0,0
2480,5,48,2,2,0,2,0,0,1,0,2,0
2481,5,48,3,0,1,2,0,1,1,0,2,0
2482,5,48,4,1,2,2,0,2,2,0,1,0
2483,5,48,5,0,0,0,0,0,0,0,1,1
2484,5,48,6,0,2,1,4,2,2,0,1,2
2485,5,48,7,1,1,0,5,2,2,1,2,1
2486,5,48,8,0,0,0,3,0,0,2,0,1
2487,5,48,9,2,2,0,5,2,0,1,0,1
2488,5,48,10,1,2,2,3,1,2,1,2,1
2489,5,48,11,0,0,0,3,0,1,2,0,1
2490,5,48,12,0,0,0,1,2,0,1,0,2
2491,5,48,13,2,0,2,1,2,0,1,0,1
2492,5,48,14,2,2,0,1,1,2,1,2,1
2493,5,48,15,1,2,2,1,1,2,1,2,0
2494,5,48,16,1,2,2,1,0,2,1,2,0
2495,5,48,17,0,1,2,1,0,1,2,0,1
2496,5,48,18,0,1,2,1,2,1,1,0,1
2497,5,49,0,2,0,2,0,0,0,0,0,0
2498,5,49,1,1,1,0,0,1,0,0,0,0
2499,5,49,2,2,0,2,0,0,1,0,2,0
2500,5,49,3,0,1,2,0,1,1,0,2,0
2501,5,49,4,1,2,2,0,2,2,0,1,0
2502,5,49,5,0,0,0,0,0,0,0,1,1
2503,5,49,6,0,2,1,4,2,2,0,1,2
2504,5,49,7,1,1,0,5,2,2,1,2,1
2505,5,49,8,0,0,0,3,0,0,2,0,1
2506,5,49,9,2,2,0,5,2,0,1,0,1
2507,5,49,10,1,2,2,3,1,2,1,2,1
2508,5,49,11,0,0,0,3,0,1,2,0,1
2509,5,49,12,0,0,0,1,2,0,1,0,2
2510,5,49,13,2,0,2,1,2,0,1,0,1
2511,5,49,14,2,2,0,1,1,2,1,2,1
2512,5,49,15,1,2,2,1,1,2,1,2,0
2513,5,49,16,1,2,2,1,0,2,1,2,0
2514,5,49,17,0,1,2,1,0,1,2,0,1
2515,5,49,18,0,1,2,1,2,1,1,0,1
2516,5,49,19,0,0,0,1,2,0,1,0,2
2517,5,50,0,0,0,0,0,0,0,0,0,0
2518,5,50,1,2,2,0,0,2,0,1,1,0
2519,5,50,2,0,2,1,1,1,2,0,1,0
2520,5,50,3,2,2,0,0,2,2,1,0,0
2521,5,50,4,1,1,0,3,1,2,0,1,0
2522,5,50,5,2,0,2,4,0,1,0,2,0
2523,5,50,6,2,2,0,4,1,1,0,2,2
2524,5,50,7,0,2,1,4,1,2,0,2,2
2525,5,50,8,1,1,0,5,2,2,0,2,2
2526,5,50,9,0,0,0,0,0,0,0,2,0
2527,5,50,10,2,1,1,5,2,2,0,2,1
2528,5,50,11,2,1,1,0,1,1,0,2,1
2529,5,50,12,0,0,0,5,1,2,0,2,0
2530,5,50,13,2,2,0,5,2,0,0,2,0
2531,5,50,14,0,0,0,2,1,2,0,2,1
2532,5,50,15,0,2,1,5,2,2,0,2,1
2533,5,50,16,1,0,1,4,2,2,0,2,0
2534,5,50,17,2,0,2,0,0,0,0,2,1
2535,5,50,18,0,1,2,0,1,1,0,2,1
2536,5,50,19,0,2,1,0,2,2,0,2,0
2537,5,50,20,2,2,0,0,2,2,1,2,2
