,record,game_id,n,p1,p2,winner,model_choice,model0,model1,model2,model3,model4
537,3,13,20,1,0,1,1,0,0,1,2,2
538,3,13,21,0,2,1,4,2,0,1,2,2
539,3,13,22,2,2,0,1,2,2,1,2,1
540,3,13,23,2,1,1,1,2,1,1,2,1
541,3,13,24,1,1,0,1,2,1,1,2,0
542,3,13,25,2,0,2,1,1,0,1,2,0
543,3,14,0,0,0,0,0,0,0,0,0,0
544,3,14,1,0,0,0,0,0,2,1,1,0
545,3,14,2,0,1,2,2,1,2,1,1,0
546,3,14,3,2,1,1,2,1,2,1,1,0
547,3,14,4,1,1,0,2,2,1,1,0,0
548,3,14,5,2,1,1,0,1,0,1,2,0
549,3,14,6,0,1,2,1,2,1,1,2,0
550,3,14,7,2,2,0,1,2,2,1,2,1
551,3,14,8,0,1,2,1,1,1,1,2,0
552,3,14,9,1,2,2,1,2,2,1,2,0
553,3,14,10,1,0,1,1,0,0,1,2,2
554,3,14,11,0,0,0,1,0,0,1,2,2
555,3,14,12,2,2,0,1,2,2,1,2,1
556,3,14,13,0,1,2,1,2,1,1,2,0
557,3,14,14,1,2,2,1,0,2,1,2,1
558,3,14,15,2,0,2,1,0,0,1,2,2
559,3,14,16,2,1,1,1,1,1,1,2,2
560,3,14,17,0,1,2,1,1,1,1,2,1
561,3,14,18,0,2,1,1,2,2,1,2,1
562,3,14,19,1,2,2,1,1,2,1,2,2
563,3,14,20,1,0,1,1,0,0,1,2,2
564,3,14,21,0,2,1,4,2,0,1,2,2
565,3,14,22,2,2,0,1,2,2,1,2,1
566,3,14,23,2,1,1,1,2,1,1,2,1
567,3,14,24,1,1,0,1,2,1,1,2,0
568,3,14,25,2,0,2,1,1,0,1,2,0
569,3,14,26,2,1,1,1,0,1,1,2,2
570,3,15,0,0,0,0,0,0,0,0,0,0
571,3,15,1,2,0,2,0,0,2,1,1,0
572,3,15,2,1,2,2,0,2,1,0,1,0
573,3,15,3,2,1,1,0,1,0,0,1,0
574,3,15,4,0,1,2,1,1,1,0,1,0
575,3,15,5,2,2,0,1,2,2,0,2,0
576,3,15,6,1,1,0,1,1,1,0,2,0
577,3,15,7,1,0,1,1,1,0,0,1,2
578,3,15,8,1,1,0,3,1,0,0,1,2
579,3,15,9,1,2,2,4,2,2,2,1,2
580,3,15,10,1,2,2,4,2,2,2,1,2
581,3,15,11,1,2,2,4,2,2,2,1,2
582,3,15,12,0,2,1,4,2,2,2,1,2
583,3,15,13,0,2,1,4,1,2,2,1,2
584,3,15,14,0,1,2,0,1,2,2,0,1
585,3,15,15,0,1,2,0,1,1,2,0,1
586,3,15,16,0,1,2,0,1,1,2,0,1
587,3,15,17,2,1,1,0,1,1,2,0,1
588,3,15,18,2,0,2,0,0,1,2,0,0
589,3,16,0,2,0,2,0,0,0,0,0,0
590,3,16,1,1,0,1,0,0,1,0,0,0
591,3,16,2,1,0,1,1,1,0,0,2,0
592,3,16,3,0,0,0,3,2,0,2,0,0
593,3,16,4,2,1,1,3,0,2,2,1,0
594,3,16,5,0,2,1,0,2,1,0,1,0
595,3,16,6,1,2,2,1,0,2,0,1,0
596,3,16,7,1,0,1,1,0,0,2,1,2
597,3,16,8,0,2,1,4,0,0,2,1,2
598,3,16,9,0,0,0,3,2,2,2,0,2
599,3,16,10,2,0,2,3,1,2,2,0,1
600,3,16,11,1,0,1,3,2,1,2,0,0
601,3,16,12,1,0,1,3,1,0,2,0,2
602,3,16,13,0,2,1,2,1,0,2,0,2
603,3,16,14,1,0,1,3,0,2,2,0,2
604,4,0,0,1,1,0,0,1,0,0,0,0
605,4,0,1,2,0,2,0,0,0,2,2,0
606,4,0,2,2,1,1,0,1,1,0,2,0
607,4,0,3,1,0,1,2,1,0,0,2,0
608,4,0,4,1,2,2,3,0,1,0,2,0
609,4,0,5,2,0,2,3,0,2,2,0,2
610,4,0,6,1,2,2,3,1,2,0,2,2
611,4,0,7,0,0,0,3,0,2,2,0,2
612,4,0,8,0,1,2,3,2,0,2,1,0
613,4,0,9,2,1,1,3,2,0,2,1,2
614,4,0,10,2,1,1,3,1,2,0,1,2
615,4,0,11,1,1,0,3,1,0,0,1,1
616,4,0,12,0,1,2,3,0,1,0,1,1
617,4,1,0,0,2,1,0,2,0,0,0,0
618,4,1,1,0,2,1,0,2,0,1,1,0
619,4,1,2,1,1,0,2,2,1,1,1,0
620,4,1,3,2,0,2,0,0,0,1,2,0
621,4,1,4,1,1,0,0,1,1,1,2,0
622,4,1,5,1,0,1,4,0,0,2,0,0
623,4,1,6,1,2,2,5,0,0,2,0,0
624,4,1,7,0,2,1,5,2,2,2,0,0
625,4,1,8,0,1,2,5,2,1,2,0,0
626,4,1,9,2,1,1,5,2,1,2,0,1
627,4,1,10,1,0,1,5,1,2,2,0,1
628,4,2,0,2,0,2,0,0,0,0,0,0
629,4,2,1,1,1,0,0,1,0,0,0,0
630,4,2,2,1,0,1,0,0,1,0,2,0
631,4,2,3,0,0,0,3,0,2,2,0,0
632,4,2,4,0,1,2,3,2,0,2,1,0
633,4,2,5,2,0,2,3,2,1,2,0,1
634,4,2,6,2,1,1,3,1,2,0,1,1
635,4,2,7,1,2,2,5,1,0,0,1,0
636,4,2,8,1,2,2,5,0,1,0,1,1
637,4,2,9,2,1,1,5,0,2,2,1,0
638,4,2,10,1,2,2,5,1,2,0,1,2
639,5,0,0,2,1,1,0,1,0,0,0,0
640,5,0,1,0,1,2,0,1,0,0,0,0
641,5,0,2,0,2,1,0,2,2,0,1,0
642,5,0,3,1,0,1,3,2,1,1,0,0
643,5,0,4,1,0,1,0,0,0,1,2,0
644,5,0,5,2,2,0,4,0,2,2,0,2
645,5,0,6,2,1,1,3,1,1,0,1,2
646,5,1,0,1,0,1,0,0,0,0,0,0
647,5,1,1,2,0,2,0,0,0,2,2,0
648,5,1,2,2,1,1,0,1,1,0,2,0
649,5,1,3,1,0,1,2,1,0,0,2,0
650,5,1,4,1,2,2,3,0,1,0,2,0
651,5,1,5,2,0,2,3,0,2,2,0,2
652,5,1,6,2,2,0,3,1,2,0,2,2
653,5,1,7,1,2,2,3,1,0,0,2,0
654,5,1,8,0,2,1,3,0,0,0,2,2
655,5,1,9,0,1,2,3,2,0,0,1,0
656,5,1,10,1,1,0,3,2,0,0,1,2
657,5,1,11,1,1,0,3,0,1,2,1,1
658,5,1,12,2,1,1,3,0,2,2,1,0
659,5,1,13,2,2,0,4,1,1,2,1,2
660,5,1,14,0,1,2,5,1,0,0,1,2
661,5,1,15,0,0,0,5,2,2,0,1,0
662,5,1,16,1,2,2,5,2,1,0,1,0
663,5,1,17,2,0,2,5,0,0,2,1,1
664,5,1,18,2,1,1,5,1,1,0,1,0
665,5,1,19,2,0,2,5,1,1,0,1,0
666,5,1,20,1,1,0,5,0,0,0,1,2
667,5,1,21,0,0,0,5,0,2,0,1,0
668,5,1,22,0,1,2,5,2,0,0,1,1
669,5,1,23,2,2,0,5,2,0,0,1,2
670,5,1,24,1,1,0,5,1,2,0,1,2
671,5,1,25,1,0,1,5,0,1,0,1,1
672,5,1,26,2,2,0,4,0,1,0,1,2
673,5,1,27,0,2,1,4,1,2,0,1,2
674,5,1,28,0,0,0,4,2,2,0,1,0
675,5,1,29,0,1,2,4,2,2,0,1,1
676,5,1,30,2,1,1,4,1,1,0,1,1
677,5,1,31,2,0,2,5,1,0,0,1,1
678,5,1,32,1,0,1,5,1,0,0,1,1
679,5,1,33,2,2,0,5,0,1,0,1,2
680,5,1,34,0,1,2,5,1,0,0,1,0
681,5,1,35,1,1,0,5,2,2,0,1,1
682,5,1,36,1,1,0,5,0,0,0,1,1
683,5,1,37,2,0,2,5,0,0,0,1,1
684,5,1,38,0,0,0,5,1,1,0,1,2
685,5,1,39,0,1,2,5,2,2,0,1,0
686,5,2,0,2,2,0,0,2,0,0,0,0
687,5,2,1,1,1,0,0,1,0,0,0,0
688,5,2,2,1,0,1,0,0,1,0,2,0
689,5,2,3,2,0,2,3,0,2,2,0,0
690,5,2,4,1,2,2,3,1,1,0,2,0
691,5,2,5,2,0,2,3,0,2,2,0,0
692,5,2,6,0,2,1,3,1,1,0,2,2
693,5,2,7,0,2,1,0,2,2,0,1,2
694,5,2,8,1,1,0,3,2,2,0,1,2
695,5,2,9,2,1,1,3,0,0,2,1,0
696,5,2,10,1,1,0,0,1,1,0,1,0
697,5,2,11,0,0,0,0,0,0,2,1,2
698,5,2,12,0,2,1,0,2,0,2,1,2
699,5,2,13,0,1,2,3,2,0,2,1,0
700,5,2,14,1,0,1,3,1,1,2,0,1
701,5,2,15,1,0,1,3,0,2,2,0,1
702,5,2,16,1,2,2,1,0,2,2,0,1
703,5,2,17,0,2,1,1,2,2,2,0,2
704,5,2,18,0,1,2,1,2,1,2,0,1
705,5,2,19,2,1,1,1,2,1,2,0,2
706,5,2,20,2,2,0,1,1,2,2,0,1
707,5,2,21,1,0,1,3,1,0,2,0,1
708,5,3,0,1,0,1,0,0,0,0,0,0
709,5,3,1,2,0,2,0,0,0,2,2,0
710,5,3,2,0,1,2,0,1,1,0,2,0
711,5,3,3,0,2,1,0,2,2,0,1,0
712,5,3,4,0,2,1,3,2,1,1,2,0
713,5,3,5,1,1,0,4,1,1,1,2,1
714,5,3,6,1,0,1,5,0,2,1,0,1
715,5,3,7,1,2,2,1,0,2,2,0,2
716,5,3,8,2,2,0,1,2,2,2,0,2
717,5,3,9,0,0,0,1,1,0,2,0,2
718,5,3,10,1,2,2,1,2,2,2,0,0
719,5,3,11,2,0,2,1,0,0,2,0,1
720,5,3,12,1,1,0,1,1,1,2,0,0
721,5,3,13,0,0,0,1,0,0,2,0,0
722,5,3,14,0,0,0,1,2,0,2,0,2
723,5,3,15,0,0,0,1,2,0,2,0,2
724,5,3,16,2,1,1,1,1,1,1,0,1
725,5,3,17,2,0,2,1,1,0,1,0,1
726,5,3,18,1,0,1,1,1,0,1,0,0
727,5,3,19,2,1,1,1,0,1,2,0,0
728,5,3,20,2,0,2,3,1,0,2,0,2
729,5,3,21,1,1,0,3,1,2,0,1,2
730,5,3,22,1,0,1,1,0,0,2,1,2
731,5,3,23,2,1,1,3,0,2,2,1,0
732,5,3,24,0,2,1,1,1,2,2,1,0
733,5,4,0,2,1,1,0,1,0,0,0,0
734,5,4,1,2,1,1,0,1,0,0,0,0
735,5,4,2,1,0,1,1,1,0,0,0,0
736,5,4,3,1,0,1,0,0,1,0,2,0
737,5,4,4,0,2,1,3,0,2,0,2,0
738,5,4,5,2,2,0,4,2,0,0,1,2
739,5,4,6,0,0,0,2,1,2,0,1,2
740,5,4,7,1,0,1,5,2,0,0,1,0
741,5,4,8,0,0,0,0,0,0,0,1,1
742,5,4,9,2,2,0,0,2,2,0,1,2
743,5,4,10,2,1,1,0,1,2,0,1,1
744,5,4,11,1,0,1,2,1,2,0,1,0
745,5,4,12,2,0,2,2,0,1,0,1,0
746,5,4,13,0,0,0,2,1,0,0,1,1
747,5,4,14,1,2,2,0,2,2,0,1,1
748,5,4,15,1,0,1,0,0,0,0,1,2
749,5,4,16,0,0,0,0,0,0,0,1,2
750,5,4,17,1,2,2,0,2,2,0,1,1
751,5,4,18,0,0,0,0,0,2,2,1,0
752,5,4,19,1,2,2,0,2,0,2,1,2
753,5,4,20,0,0,0,0,0,0,2,1,0
754,5,4,21,0,2,1,0,2,0,2,0,1
755,5,5,0,1,0,1,0,0,0,0,0,0
756,5,6,0,0,2,1,0,2,0,0,0,0
757,5,7,0,0,1,2,0,1,2,1,2,0
758,5,7,1,0,2,1,0,2,0,1,1,0
759,5,7,2,1,1,0,2,2,1,1,1,0
760,5,7,3,2,0,2,0,0,0,1,2,0
761,5,7,4,2,1,1,0,1,1,1,2,0
762,5,7,5,0,0,0,4,1,1,0,2,0
763,5,7,6,0,2,1,0,2,2,1,2,0
764,5,7,7,1,1,0,2,2,1,1,2,0
765,5,7,8,1,0,1,0,0,0,1,2,1
766,5,7,9,2,0,2,3,0,2,1,0,1
767,5,7,10,2,2,0,3,1,1,1,2,2
768,5,7,11,0,2,1,3,1,0,0,2,0
769,5,7,12,0,1,2,5,2,2,1,2,2
770,5,7,13,1,1,0,5,2,1,1,2,0
771,5,7,14,1,1,0,5,2,1,1,2,0
772,5,7,15,2,0,2,0,0,2,1,0,1
773,5,7,16,0,1,2,0,1,1,1,2,1
774,5,7,17,1,2,2,0,2,2,1,2,0
775,5,7,18,2,0,2,0,0,0,1,0,2
776,5,7,19,0,1,2,0,1,1,1,2,2
777,5,7,20,1,2,2,0,2,2,1,2,1
778,5,8,0,0,1,2,0,1,2,1,2,0
779,5,8,1,0,2,1,0,2,0,1,1,0
780,5,8,2,1,1,0,2,2,1,1,1,0
781,5,8,3,2,0,2,0,0,0,1,2,0
782,5,8,4,2,1,1,0,1,1,1,2,0
783,5,8,5,0,0,0,4,1,1,0,2,0
784,5,8,6,0,2,1,0,2,2,1,2,0
785,5,8,7,1,1,0,2,2,1,1,2,0
786,5,8,8,1,0,1,0,0,0,1,2,1
787,5,8,9,2,0,2,3,0,2,1,0,1
788,5,8,0,0,1,2,0,1,2,1,2,0
789,5,8,10,2,2,0,3,1,1,1,2,2
790,5,8,1,0,2,1,0,2,0,1,1,0
791,5,8,11,0,2,1,3,1,0,0,2,0
792,5,8,2,1,1,0,2,2,1,1,1,0
793,5,8,12,0,1,2,5,2,2,1,2,2
794,5,8,3,2,0,2,0,0,0,1,2,0
795,5,8,13,1,1,0,5,2,1,1,2,0
796,5,8,4,2,1,1,0,1,1,1,2,0
797,5,8,14,1,1,0,5,2,1,1,2,0
798,5,8,5,0,0,0,4,1,1,0,2,0
799,5,8,15,2,0,2,0,0,2,1,0,1
800,5,8,6,0,2,1,0,2,2,1,2,0
801,5,8,16,0,1,2,0,1,1,1,2,1
802,5,8,17,1,2,2,0,2,2,1,2,0
803,5,8,18,2,0,2,0,0,0,1,0,2
804,5,8,19,0,1,2,0,1,1,1,2,2
805,5,8,20,1,2,2,0,2,2,1,2,1
806,5,8,21,0,2,1,0,2,2,1,2,1
807,5,8,22,1,2,2,0,2,2,1,0,0
808,5,8,7,1,1,0,2,2,1,1,2,0
809,5,8,8,1,0,1,0,0,0,1,2,1
810,5,8,9,2,0,2,3,0,2,1,0,1
811,5,8,10,2,2,0,3,1,1,1,2,2
812,5,8,11,0,2,1,3,1,0,0,2,0
813,5,8,12,0,1,2,5,2,2,1,2,2
814,5,8,13,1,1,0,5,2,1,1,2,0
815,5,8,14,1,1,0,5,2,1,1,2,0
816,5,8,15,2,0,2,0,0,2,1,0,1
817,5,8,16,0,1,2,0,1,1,1,2,1
818,5,8,17,1,2,2,0,2,2,1,2,0
819,5,8,18,2,0,2,0,0,0,1,0,2
820,5,8,19,0,1,2,0,1,1,1,2,2
821,5,8,20,1,2,2,0,2,2,1,2,1
822,5,8,21,0,2,1,0,2,2,1,2,1
823,5,8,22,1,2,2,0,2,2,1,0,0
824,5,9,0,0,1,2,0,1,2,1,2,0
825,5,9,1,0,2,1,0,2,0,1,1,0
826,5,9,2,1,1,0,2,2,1,1,1,0
827,5,9,3,2,0,2,0,0,0,1,2,0
828,5,9,4,2,1,1,0,1,1,1,2,0
829,5,9,5,0,0,0,4,1,1,0,2,0
830,5,9,6,0,2,1,0,2,2,1,2,0
831,5,9,7,1,1,0,2,2,1,1,2,0
832,5,9,8,1,0,1,0,0,0,1,2,1
833,5,9,0,0,1,2,0,1,2,1,2,0
834,5,9,9,2,0,2,3,0,2,1,0,1
835,5,9,1,0,2,1,0,2,0,1,1,0
836,5,9,10,2,2,0,3,1,1,1,2,2
837,5,9,2,1,1,0,2,2,1,1,1,0
838,5,9,11,0,2,1,3,1,0,0,2,0
839,5,9,3,2,0,2,0,0,0,1,2,0
840,5,9,12,0,1,2,5,2,2,1,2,2
841,5,9,4,2,1,1,0,1,1,1,2,0
842,5,9,13,1,1,0,5,2,1,1,2,0
843,5,9,5,0,0,0,4,1,1,0,2,0
844,5,9,14,1,1,0,5,2,1,1,2,0
845,5,9,6,0,2,1,0,2,2,1,2,0
846,5,9,15,2,0,2,0,0,2,1,0,1
847,5,9,7,1,1,0,2,2,1,1,2,0
848,5,9,16,0,1,2,0,1,1,1,2,1
849,5,9,8,1,0,1,0,0,0,1,2,1
850,5,9,17,1,2,2,0,2,2,1,2,0
851,5,9,9,2,0,2,3,0,2,1,0,1
852,5,9,18,2,0,2,0,0,0,1,0,2
853,5,9,10,2,2,0,3,1,1,1,2,2
854,5,9,19,0,1,2,0,1,1,1,2,2
855,5,9,11,0,2,1,3,1,0,0,2,0
856,5,9,20,1,2,2,0,2,2,1,2,1
857,5,9,12,0,1,2,5,2,2,1,2,2
858,5,9,21,0,2,1,0,2,2,1,2,1
859,5,9,13,1,1,0,5,2,1,1,2,0
860,5,9,22,1,2,2,0,2,2,1,0,0
861,5,9,14,1,1,0,5,2,1,1,2,0
862,5,9,23,1,2,2,0,2,2,1,0,0
863,5,9,15,2,0,2,0,0,2,1,0,1
864,5,9,24,2,0,2,0,0,1,2,0,1
865,5,9,16,0,1,2,0,1,1,1,2,1
866,5,9,17,1,2,2,0,2,2,1,2,0
867,5,9,18,2,0,2,0,0,0,1,0,2
868,5,9,19,0,1,2,0,1,1,1,2,2
869,5,9,20,1,2,2,0,2,2,1,2,1
870,5,9,21,0,2,1,0,2,2,1,2,1
871,5,9,22,1,2,2,0,2,2,1,0,0
872,5,9,23,1,2,2,0,2,2,1,0,0
873,5,9,24,2,0,2,0,0,1,2,0,1
874,5,10,0,1,1,0,0,1,0,0,0,0
875,5,10,1,2,0,2,0,0,0,2,2,0
876,5,11,0,1,1,0,0,1,0,0,0,0
877,5,11,1,1,0,1,0,0,0,2,2,0
878,5,11,2,1,2,2,2,0,2,2,2,0
879,5,11,3,1,2,2,2,0,2,2,2,0
880,5,11,4,1,2,2,2,2,2,2,2,0
881,5,11,5,1,2,2,2,2,2,2,2,2
882,5,11,6,1,2,2,2,2,2,2,2,2
883,5,11,7,1,2,2,2,2,2,2,2,2
884,5,11,8,1,2,2,2,2,2,2,2,2
885,5,11,9,1,2,2,2,2,2,2,2,2
886,5,11,10,1,2,2,2,2,2,2,2,2
887,5,11,11,1,2,2,2,2,2,2,2,2
888,5,12,0,1,1,0,0,1,0,0,0,0
889,5,12,1,2,0,2,0,0,0,2,2,0
890,5,12,2,1,1,0,0,1,1,0,2,0
891,5,12,3,0,0,0,3,0,1,2,0,0
892,5,12,4,0,0,0,1,2,0,2,1,0
893,5,12,5,0,1,2,4,2,0,2,0,1
894,5,12,6,0,1,2,4,1,1,1,0,1
895,5,12,7,0,1,2,4,1,1,1,0,1
896,5,12,8,0,1,2,4,1,1,1,0,1
897,5,12,9,0,1,2,4,1,1,1,0,1
898,5,12,10,0,1,2,4,1,1,1,0,1
899,5,12,11,0,1,2,4,1,1,1,0,1
900,5,12,12,0,1,2,4,1,1,1,0,1
901,5,12,13,0,1,2,4,1,1,1,0,1
902,5,13,0,1,1,0,0,1,0,0,0,0
903,5,13,1,0,0,0,0,0,0,2,2,0
904,5,13,2,2,2,0,0,2,0,2,1,0
905,5,13,3,1,2,2,1,1,2,0,1,0
906,5,13,4,0,1,2,1,0,1,2,1,0
907,5,13,5,0,0,0,1,2,0,2,0,2
908,5,13,6,0,0,0,1,2,0,1,0,1
909,5,13,7,1,1,0,1,1,1,1,0,2
910,5,13,8,1,1,0,4,0,2,1,0,1
911,5,13,9,2,2,0,1,0,2,2,0,2
912,5,13,10,2,0,2,5,1,1,2,0,2
913,5,13,11,1,1,0,5,1,0,2,0,2
914,5,13,12,0,2,1,5,0,0,2,0,0
915,5,13,13,2,0,2,4,2,0,2,0,0
916,5,13,14,1,1,0,4,1,2,2,0,1
917,5,13,15,2,2,0,4,0,1,2,0,2
918,5,13,16,2,1,1,4,1,2,2,1,1
919,5,13,17,0,0,0,4,1,2,0,1,0
920,5,13,18,0,1,2,4,2,2,0,1,1
921,5,13,19,2,2,0,4,2,1,1,2,2
922,5,13,20,2,0,2,4,1,1,0,2,0
923,5,13,21,1,0,1,4,1,0,0,2,0
924,5,13,22,1,1,0,3,0,1,0,1,2
925,5,13,23,2,2,0,4,0,2,0,1,2
926,5,13,24,1,0,1,4,1,2,0,1,0
927,5,13,25,2,0,2,4,0,2,0,1,0
928,5,13,26,0,2,1,4,1,1,0,1,2
929,5,13,27,0,2,1,5,2,2,0,1,0
930,5,13,28,2,1,1,3,2,2,0,1,1
931,5,13,29,0,1,2,3,1,1,0,1,0
932,5,13,30,1,2,2,3,2,1,0,2,1
933,5,13,31,1,1,0,3,0,0,0,1,2
934,5,13,32,1,1,0,3,0,0,0,1,2
935,5,13,33,0,1,2,3,2,2,2,1,1
936,5,14,0,0,2,1,0,2,0,0,0,0
937,5,14,1,2,2,0,0,2,0,1,1,0
938,5,14,2,2,2,0,1,1,2,0,1,0
939,5,14,3,1,0,1,1,1,0,0,1,0
940,5,14,4,0,0,0,0,0,1,0,1,0
941,5,14,5,1,2,2,4,2,0,0,2,2
942,5,14,6,0,2,1,4,0,1,0,1,2
943,5,14,7,2,2,0,3,2,0,1,2,2
944,5,14,8,0,1,2,5,1,2,0,2,1
945,5,14,9,2,1,1,5,2,0,1,2,2
946,5,14,10,1,2,2,5,1,2,0,2,1
947,5,14,11,2,2,0,5,0,1,0,2,1
948,5,14,12,0,2,1,5,1,2,0,2,2
949,5,14,13,2,2,0,0,2,2,0,2,2
950,5,14,14,0,1,2,0,1,1,0,2,0
951,5,14,15,1,2,2,0,2,2,0,2,1
952,5,14,16,2,0,2,0,0,0,0,2,0
953,5,14,17,0,1,2,0,1,1,0,2,2
954,5,14,18,1,2,2,0,2,2,0,2,2
955,5,14,19,0,0,0,0,0,0,0,2,2
956,5,14,20,0,2,1,0,2,2,1,2,0
957,5,14,21,2,2,0,0,2,2,1,2,2
958,5,14,22,0,1,2,0,1,2,1,2,2
959,5,14,23,2,2,0,0,2,1,1,2,2
960,5,14,24,0,1,2,0,1,2,1,2,1
961,5,15,0,0,1,2,0,1,0,0,0,0
962,5,15,1,0,2,1,0,2,0,1,1,0
963,5,15,2,1,1,0,2,2,1,1,1,0
964,5,15,3,1,0,1,0,0,0,1,2,0
965,5,15,4,2,1,1,3,0,2,2,1,0
966,5,15,5,2,2,0,4,1,1,2,0,2
967,5,15,6,0,2,1,5,1,0,0,1,2
968,5,15,7,0,2,1,3,2,2,1,2,0
969,5,15,8,1,1,0,2,2,1,1,2,0
970,5,15,9,1,0,1,3,0,0,1,0,1
971,5,15,10,2,2,0,2,0,2,2,0,2
972,5,15,11,0,0,0,3,1,1,2,0,0
973,5,15,12,0,2,1,0,2,2,1,0,0
974,5,15,13,1,1,0,5,2,2,1,0,1
975,5,15,14,1,0,1,0,0,0,1,0,1
976,5,15,15,2,2,0,5,0,2,2,0,1
977,5,15,16,2,2,0,5,1,1,2,0,0
978,5,15,17,0,0,0,5,1,0,2,0,1
979,5,15,18,0,1,2,5,2,2,1,0,0
980,5,15,19,1,0,1,5,2,1,1,0,2
981,5,15,20,1,2,2,5,0,0,1,0,1
982,5,15,21,2,2,0,5,0,2,2,0,2
983,5,15,22,2,2,0,5,1,1,2,0,0
984,5,15,23,0,2,1,5,1,0,2,0,1
985,5,16,0,0,1,2,0,1,0,0,0,0
986,5,16,1,0,2,1,0,2,0,1,1,0
